userid,failedloginattempts,accessfrequency,loginconsistency,deviceconsistency,accesslocationconsistency,dwelltime,mousemovements,scrollbehavior,incidentreports,passwordresets,anomalousactivity,sessionduration,mfaenabled,failedtransactions,accesstosensitivedata
f5346400-2424-449d-b700-,0,3,2,1,0,51.5,348.03,90.14,3,0,0,2:14:27,1,1,1
f5346400-2424-449d-b700-,1,1,9,0,1,193.38,278.46,147.14,1,3,1,1:11:17,1,8,1
bbef848f-7b57-4b7f-8730-,0,1,3,0,0,126.84,152.11,70.13,1,3,0,2:07:07,0,8,0
bbef848f-7b57-4b7f-8730-,0,2,2,0,1,75.91,218.43,51.81,1,1,0,1:49:37,0,6,0
bbef848f-7b57-4b7f-8730-,0,2,9,0,1,164.46,152.21,141.52,0,0,1,0:18:40,0,2,0
bbef848f-7b57-4b7f-8730-,0,1,3,0,1,96.53,227.25,56.83,2,3,1,0:44:18,0,3,0
bbef848f-7b57-4b7f-8730-,1,3,6,1,1,199.35,194.89,42.43,2,2,0,0:43:31,0,1,1
bbef848f-7b57-4b7f-8730-,1,1,4,1,1,91.61,146.13,110.0,4,2,0,1:45:25,0,6,1
2d82e748-3f21-4315-866c-,0,1,6,0,0,103.21,150.05,103.56,4,0,1,1:19:16,1,0,1
2d82e748-3f21-4315-866c-,1,1,2,1,1,189.68,337.07,78.77,0,1,1,0:58:37,1,2,1
2d82e748-3f21-4315-866c-,0,1,8,0,1,178.5,187.25,137.12,4,3,1,0:22:59,1,0,0
2d82e748-3f21-4315-866c-,0,1,2,0,1,223.61,181.57,60.34,1,1,1,1:29:54,1,8,1
2d82e748-3f21-4315-866c-,0,1,2,0,1,160.98,120.29,79.68,2,1,0,1:41:32,1,9,0
2d82e748-3f21-4315-866c-,1,1,7,0,0,126.64,150.43,85.0,3,2,1,1:38:41,1,0,0
adea94ea-b6e7-462b-a823-,0,2,6,1,1,128.29,287.98,108.43,2,2,1,0:32:44,0,9,0
adea94ea-b6e7-462b-a823-,0,3,5,1,0,140.74,143.2,120.5,1,2,0,1:57:00,0,2,0
adea94ea-b6e7-462b-a823-,1,2,4,0,0,213.92,309.55,64.77,5,1,0,2:13:03,0,7,0
adea94ea-b6e7-462b-a823-,1,1,6,1,0,113.66,208.12,101.19,3,3,1,1:03:27,0,4,0
adea94ea-b6e7-462b-a823-,1,2,1,1,1,199.26,308.03,118.81,3,0,1,0:59:20,0,9,0
adea94ea-b6e7-462b-a823-,1,3,3,1,0,57.88,192.9,71.32,2,0,1,1:44:31,0,8,0
19265ec7-6f06-48ba-988e-,1,2,2,1,1,83.77,294.58,121.16,0,2,0,0:20:33,0,3,1
19265ec7-6f06-48ba-988e-,0,2,3,1,0,228.55,222.64,92.55,4,3,0,1:25:11,0,4,1
19265ec7-6f06-48ba-988e-,1,2,6,0,1,113.6,203.1,103.93,4,1,0,1:24:09,0,6,0
19265ec7-6f06-48ba-988e-,1,3,1,0,1,141.64,308.5,89.72,5,0,0,1:43:48,0,0,1
19265ec7-6f06-48ba-988e-,0,2,2,1,0,156.01,256.77,49.92,0,2,0,1:38:42,0,4,0
19265ec7-6f06-48ba-988e-,0,3,7,1,0,209.56,231.47,117.03,3,3,0,2:29:28,0,1,0
b2ae0c8c-f20d-4c2b-a835-,1,3,9,0,1,187.18,132.47,128.42,0,1,1,1:01:15,1,3,1
b2ae0c8c-f20d-4c2b-a835-,0,1,5,1,1,65.57,171.22,45.16,2,3,0,0:22:44,1,4,0
b2ae0c8c-f20d-4c2b-a835-,1,1,3,0,1,198.86,270.53,131.84,1,1,1,0:48:39,1,5,0
b2ae0c8c-f20d-4c2b-a835-,0,2,9,0,1,138.79,268.2,89.41,1,0,1,2:08:48,1,5,1
b2ae0c8c-f20d-4c2b-a835-,0,1,3,0,0,79.53,183.56,54.17,0,0,0,0:32:17,1,8,0
b2ae0c8c-f20d-4c2b-a835-,1,3,6,0,0,114.07,333.77,42.27,2,3,0,2:14:53,1,7,1
15982745-2d96-46e8-a755-,1,3,8,0,0,165.23,223.46,65.78,2,3,1,2:28:25,1,2,1
15982745-2d96-46e8-a755-,1,3,10,0,1,109.97,300.49,92.2,4,0,0,2:13:24,1,0,0
15982745-2d96-46e8-a755-,1,1,1,0,1,88.0,193.73,61.59,4,1,0,0:43:21,1,0,0
15982745-2d96-46e8-a755-,0,1,8,0,0,89.83,247.56,72.1,2,3,1,1:00:54,1,2,1
15982745-2d96-46e8-a755-,0,3,8,0,1,194.96,175.49,62.43,2,3,1,1:46:07,1,6,1
15982745-2d96-46e8-a755-,1,3,10,1,0,118.45,133.21,40.69,1,0,1,1:30:58,1,7,0
a4f6a3b5-f6ff-4422-9bee-,1,2,5,1,1,245.0,301.74,122.02,2,0,0,1:44:21,0,6,0
a4f6a3b5-f6ff-4422-9bee-,0,1,10,0,1,134.28,338.1,100.15,1,0,0,0:44:36,0,3,1
a4f6a3b5-f6ff-4422-9bee-,1,3,1,1,0,154.46,323.92,59.69,2,3,0,1:08:11,0,5,1
a4f6a3b5-f6ff-4422-9bee-,0,1,1,0,0,171.43,137.13,94.44,5,2,0,2:14:55,0,9,1
a4f6a3b5-f6ff-4422-9bee-,0,3,9,1,1,237.52,192.48,92.42,5,3,0,2:21:12,0,5,0
a4f6a3b5-f6ff-4422-9bee-,0,2,7,0,0,180.37,291.11,69.39,2,1,1,2:10:53,0,0,1
d5ba5b6f-9e2a-418e-aed9-,0,2,6,1,1,58.49,242.69,117.98,4,2,1,0:36:36,1,0,1
d5ba5b6f-9e2a-418e-aed9-,1,3,8,0,0,196.59,141.97,83.87,5,0,1,0:48:56,1,8,0
d5ba5b6f-9e2a-418e-aed9-,0,3,6,1,0,106.12,111.04,135.25,2,2,1,0:50:39,1,5,1
d5ba5b6f-9e2a-418e-aed9-,1,3,5,0,0,177.31,177.48,70.72,2,3,0,2:14:06,1,8,1
d5ba5b6f-9e2a-418e-aed9-,0,2,1,0,1,224.31,329.58,135.96,0,1,1,0:15:25,1,0,0
d5ba5b6f-9e2a-418e-aed9-,0,3,1,0,0,100.01,121.32,112.88,0,1,1,0:30:18,1,1,1
fa782ae8-dd4d-4612-8afc-,0,2,7,0,1,62.23,131.64,59.72,2,2,1,0:19:08,0,1,1
fa782ae8-dd4d-4612-8afc-,1,2,1,1,0,122.63,305.7,47.74,3,3,1,0:12:31,0,10,1
fa782ae8-dd4d-4612-8afc-,0,3,5,1,1,234.38,298.99,76.36,0,1,1,1:01:25,0,8,0
fa782ae8-dd4d-4612-8afc-,1,1,4,1,1,103.56,209.04,52.04,5,1,0,0:42:46,0,10,1
fa782ae8-dd4d-4612-8afc-,0,2,3,0,0,108.44,290.5,131.18,1,1,0,2:05:23,0,0,1
fa782ae8-dd4d-4612-8afc-,1,3,9,1,0,82.3,210.69,53.86,4,1,0,0:52:26,0,0,1
fad40f31-2f63-4a48-979d-,0,1,5,1,1,111.23,190.7,145.86,2,1,0,1:31:29,1,8,0
fad40f31-2f63-4a48-979d-,1,3,2,0,1,50.29,332.42,70.79,2,2,0,2:05:09,1,9,0
fad40f31-2f63-4a48-979d-,1,1,6,0,1,201.41,131.27,93.75,2,2,1,1:59:26,1,2,0
fad40f31-2f63-4a48-979d-,0,3,1,1,0,60.69,289.22,83.57,3,0,0,1:55:18,1,8,0
fad40f31-2f63-4a48-979d-,0,1,6,0,0,181.16,189.22,144.63,5,0,1,0:21:23,1,2,0
fad40f31-2f63-4a48-979d-,1,2,8,0,1,189.46,211.4,131.87,2,3,1,2:29:06,1,8,1
09241dd1-0f1f-4426-b216-,1,3,10,1,0,235.4,217.97,99.74,0,2,0,1:54:46,1,0,0
09241dd1-0f1f-4426-b216-,0,3,3,1,1,220.68,108.0,67.68,3,3,0,0:41:00,1,0,0
09241dd1-0f1f-4426-b216-,1,2,5,1,1,104.81,303.25,107.55,5,0,0,1:05:04,1,0,1
09241dd1-0f1f-4426-b216-,1,2,8,1,0,218.43,253.06,74.37,5,1,0,0:57:58,1,9,0
09241dd1-0f1f-4426-b216-,0,3,5,0,1,131.74,202.62,40.7,0,1,0,1:13:35,1,2,0
09241dd1-0f1f-4426-b216-,0,2,8,1,1,100.51,319.85,74.93,3,2,1,1:35:52,1,0,1
54265b38-232b-4029-9379-,0,1,1,1,1,169.95,174.13,43.92,1,1,0,0:59:24,0,7,0
54265b38-232b-4029-9379-,0,3,5,1,1,169.39,256.93,141.31,3,3,1,0:25:37,0,3,0
54265b38-232b-4029-9379-,1,1,7,1,1,67.01,213.63,96.44,3,0,0,0:51:56,0,9,1
54265b38-232b-4029-9379-,1,1,9,1,1,230.45,157.9,74.08,1,1,1,1:23:36,0,2,1
54265b38-232b-4029-9379-,1,3,8,0,1,129.84,348.19,71.96,2,0,0,2:02:41,0,4,0
54265b38-232b-4029-9379-,0,2,2,0,0,103.77,114.59,91.27,5,0,1,2:25:29,0,5,1
33d40133-0558-4c9b-8695-,1,2,3,1,1,78.5,149.91,111.63,3,3,1,1:28:23,1,7,0
33d40133-0558-4c9b-8695-,1,1,6,0,1,173.53,115.86,82.21,0,1,0,1:02:47,1,6,1
33d40133-0558-4c9b-8695-,1,2,2,1,0,174.83,123.79,114.27,4,1,0,1:20:15,1,5,0
33d40133-0558-4c9b-8695-,0,1,3,0,0,70.11,155.93,110.48,1,1,0,0:55:41,1,6,0
33d40133-0558-4c9b-8695-,1,1,2,0,1,75.8,212.9,132.31,5,2,0,1:11:30,1,0,0
33d40133-0558-4c9b-8695-,1,2,4,1,0,111.34,132.95,56.73,3,2,0,1:18:56,1,9,0
b090bdcc-94f8-4fc5-9ce1-,1,2,3,0,0,97.08,307.24,62.0,2,0,1,0:10:27,0,9,0
b090bdcc-94f8-4fc5-9ce1-,0,2,8,1,1,222.0,215.11,66.89,4,3,0,1:49:36,0,3,0
b090bdcc-94f8-4fc5-9ce1-,1,1,9,1,1,211.82,103.68,66.02,2,0,0,0:50:31,0,6,0
b090bdcc-94f8-4fc5-9ce1-,0,3,3,1,1,162.58,272.06,144.41,1,2,0,0:46:28,0,0,0
b090bdcc-94f8-4fc5-9ce1-,0,2,8,1,0,206.67,204.56,147.66,4,0,1,0:25:07,0,9,0
b090bdcc-94f8-4fc5-9ce1-,0,1,3,0,0,105.77,278.68,79.5,5,0,0,1:52:20,0,7,0
17b73bd6-132e-427c-b4cf-,0,1,4,0,0,129.48,165.26,57.93,0,3,1,0:32:16,1,1,0
17b73bd6-132e-427c-b4cf-,1,3,9,1,0,125.09,325.5,61.02,4,1,0,1:52:34,1,4,1
17b73bd6-132e-427c-b4cf-,1,3,7,0,0,200.39,211.39,90.54,3,1,0,1:23:57,1,2,0
17b73bd6-132e-427c-b4cf-,0,3,6,1,1,166.14,288.16,56.58,0,2,1,0:21:53,1,8,0
17b73bd6-132e-427c-b4cf-,0,3,3,0,0,116.16,164.16,43.15,0,3,0,1:48:32,1,0,0
17b73bd6-132e-427c-b4cf-,0,3,4,0,1,160.99,261.39,51.21,3,2,0,2:03:22,1,5,1
a90bd4bc-e633-4d4b-b8b9-,0,3,9,0,1,249.58,252.63,74.1,2,3,1,2:13:18,0,4,1
a90bd4bc-e633-4d4b-b8b9-,0,3,4,0,1,88.57,222.93,51.61,5,2,1,1:21:52,0,4,1
a90bd4bc-e633-4d4b-b8b9-,0,2,10,0,1,90.02,207.28,87.11,2,2,1,2:23:39,0,8,1
a90bd4bc-e633-4d4b-b8b9-,0,1,1,1,0,213.0,121.04,89.91,4,2,0,1:20:02,0,2,1
a90bd4bc-e633-4d4b-b8b9-,0,3,2,1,0,57.61,118.06,126.7,1,2,0,0:52:53,0,10,0
a90bd4bc-e633-4d4b-b8b9-,0,2,10,0,1,238.93,151.75,60.74,2,0,0,2:02:43,0,7,0
5fa29e0e-e801-4017-855f-,1,3,10,1,1,169.09,272.25,51.42,3,1,1,1:27:12,0,5,1
5fa29e0e-e801-4017-855f-,1,2,3,1,0,214.81,198.59,51.76,0,1,0,2:28:30,0,2,1
5fa29e0e-e801-4017-855f-,1,1,7,1,1,242.01,175.27,65.02,3,2,0,1:35:39,0,4,1
5fa29e0e-e801-4017-855f-,1,2,8,1,0,63.0,189.19,119.01,1,1,0,1:23:48,0,8,1
5fa29e0e-e801-4017-855f-,1,2,8,0,0,148.2,136.43,67.59,3,1,1,2:28:44,0,5,1
5fa29e0e-e801-4017-855f-,1,1,7,0,0,82.3,329.53,84.3,5,0,0,0:23:28,0,6,1
962dce06-af72-44d2-ad08-,0,2,10,0,0,147.41,221.5,58.88,0,2,1,0:48:42,0,1,1
962dce06-af72-44d2-ad08-,1,2,2,1,0,154.53,250.0,64.5,4,3,0,1:45:04,0,0,0
962dce06-af72-44d2-ad08-,1,2,2,1,1,157.94,251.53,109.25,3,1,1,1:38:09,0,1,0
962dce06-af72-44d2-ad08-,1,3,7,1,1,221.66,279.36,90.22,2,3,0,2:27:25,0,10,0
962dce06-af72-44d2-ad08-,1,2,2,0,0,71.85,106.89,74.59,3,0,0,0:15:31,0,10,1
962dce06-af72-44d2-ad08-,0,1,6,0,0,172.46,346.36,111.37,5,3,1,0:33:12,0,10,0
497bfd0a-94a7-437c-a44d-,0,3,8,1,1,233.18,302.69,88.16,3,2,1,1:23:23,0,1,0
497bfd0a-94a7-437c-a44d-,1,3,5,0,0,135.08,127.67,144.32,5,0,1,1:22:22,0,9,1
497bfd0a-94a7-437c-a44d-,1,2,9,0,0,133.42,131.65,146.92,5,2,1,0:59:59,0,6,0
497bfd0a-94a7-437c-a44d-,0,2,2,1,1,134.91,264.78,115.66,4,0,1,0:45:28,0,0,0
497bfd0a-94a7-437c-a44d-,1,3,3,0,0,79.12,258.31,119.81,3,1,1,0:45:10,0,3,0
497bfd0a-94a7-437c-a44d-,1,3,2,0,1,144.81,175.4,90.91,4,1,1,0:42:15,0,7,0
5dc06154-f234-4234-9ea6-,1,1,3,1,1,152.25,153.38,61.25,4,3,1,1:13:16,1,3,1
5dc06154-f234-4234-9ea6-,1,3,4,1,0,91.63,116.57,66.24,3,0,0,1:42:15,1,6,1
5dc06154-f234-4234-9ea6-,1,2,6,0,0,167.53,320.79,82.85,3,0,0,0:28:28,1,3,0
5dc06154-f234-4234-9ea6-,0,2,7,0,1,135.59,261.02,46.53,4,2,1,2:10:10,1,0,0
5dc06154-f234-4234-9ea6-,1,1,5,0,0,86.77,203.72,80.35,2,2,0,0:24:24,1,6,0
5dc06154-f234-4234-9ea6-,0,1,3,1,1,93.54,187.78,66.87,3,1,0,1:20:44,1,2,1
2cc222ca-c2e8-4541-8733-,0,3,6,1,0,189.41,123.65,145.04,4,1,1,2:00:54,1,2,1
2cc222ca-c2e8-4541-8733-,1,2,6,0,0,137.15,118.82,104.72,5,2,0,0:11:26,1,2,1
2cc222ca-c2e8-4541-8733-,1,1,10,0,0,111.67,328.33,125.86,1,2,0,2:14:23,1,6,0
2cc222ca-c2e8-4541-8733-,1,1,8,1,0,67.27,347.79,148.76,4,0,1,0:38:07,1,0,0
2cc222ca-c2e8-4541-8733-,1,3,1,0,1,92.39,162.85,83.08,1,2,0,0:31:33,1,5,0
2cc222ca-c2e8-4541-8733-,0,1,6,0,1,213.42,195.11,141.87,4,3,1,1:00:35,1,6,0
077f65c8-e349-4262-b079-,1,2,8,0,0,87.95,146.0,58.22,3,2,0,1:19:41,0,1,0
077f65c8-e349-4262-b079-,0,2,9,0,0,144.32,196.37,79.94,2,0,1,1:12:22,0,3,1
077f65c8-e349-4262-b079-,1,1,10,0,0,118.44,172.26,63.38,2,2,0,2:23:31,0,1,0
077f65c8-e349-4262-b079-,0,3,7,1,1,124.18,108.73,103.99,1,1,0,2:21:56,0,10,1
077f65c8-e349-4262-b079-,1,1,7,0,0,126.63,221.21,110.12,5,2,1,2:04:43,0,4,0
077f65c8-e349-4262-b079-,1,2,2,1,1,159.27,162.4,78.05,5,3,0,1:20:09,0,6,1
b19a5333-6930-46c6-aedc-,1,2,8,1,0,167.71,187.98,149.58,5,2,1,2:28:55,1,5,1
b19a5333-6930-46c6-aedc-,1,2,9,0,0,91.11,267.26,121.7,0,3,0,1:37:28,1,6,1
b19a5333-6930-46c6-aedc-,0,2,1,0,1,108.31,173.41,40.86,0,2,0,0:19:02,1,9,0
b19a5333-6930-46c6-aedc-,0,3,1,1,0,102.21,168.62,67.81,0,3,0,0:30:38,1,1,0
b19a5333-6930-46c6-aedc-,0,2,9,1,0,114.58,264.27,74.28,1,1,1,1:45:40,1,7,0
b19a5333-6930-46c6-aedc-,1,1,9,0,1,124.9,294.59,102.77,5,0,1,0:17:40,1,8,1
9f4267d0-be55-469c-b94e-,1,2,7,0,0,166.06,173.49,46.58,2,3,0,1:32:28,1,5,0
9f4267d0-be55-469c-b94e-,1,1,8,0,1,219.52,215.98,69.86,1,0,0,0:49:56,1,10,0
9f4267d0-be55-469c-b94e-,0,1,2,0,1,67.94,198.77,50.37,1,1,0,2:07:26,1,10,1
9f4267d0-be55-469c-b94e-,1,3,4,1,1,121.64,310.85,142.44,5,3,1,1:48:38,1,6,1
9f4267d0-be55-469c-b94e-,0,3,5,1,1,92.74,277.74,133.31,2,2,1,1:25:37,1,1,0
9f4267d0-be55-469c-b94e-,0,1,9,0,1,164.77,229.94,95.06,2,2,1,1:45:58,1,0,0
0b0918db-a3b6-4b17-8f6b-,0,1,3,0,0,156.76,290.88,129.71,3,1,0,1:52:57,1,6,0
0b0918db-a3b6-4b17-8f6b-,0,1,1,1,0,147.19,183.11,105.92,0,1,0,1:22:37,1,4,1
0b0918db-a3b6-4b17-8f6b-,1,3,5,1,1,218.71,346.62,94.65,5,1,1,2:07:00,1,4,0
0b0918db-a3b6-4b17-8f6b-,1,1,7,1,1,238.51,228.29,120.97,4,1,1,0:27:09,1,9,0
0b0918db-a3b6-4b17-8f6b-,1,1,10,0,0,130.52,266.06,83.03,5,0,0,2:02:29,1,5,1
0b0918db-a3b6-4b17-8f6b-,1,2,7,1,1,126.17,282.63,142.79,4,2,1,2:26:12,1,1,1
40fc9d5d-67cf-4672-bada-,1,3,10,1,0,133.77,341.88,136.57,3,0,0,0:27:26,0,2,0
40fc9d5d-67cf-4672-bada-,0,3,4,1,1,136.7,337.99,50.84,4,2,0,0:31:36,0,4,1
40fc9d5d-67cf-4672-bada-,0,1,7,1,0,127.4,135.52,81.55,5,1,0,0:55:57,0,1,1
40fc9d5d-67cf-4672-bada-,1,2,2,1,0,111.65,109.35,59.93,0,3,1,1:32:45,0,7,0
40fc9d5d-67cf-4672-bada-,1,3,4,1,0,185.55,112.62,132.79,3,0,0,2:04:00,0,4,1
40fc9d5d-67cf-4672-bada-,1,1,6,1,1,208.91,240.63,65.51,5,2,1,0:13:20,0,6,1
c952e6b5-a25a-4490-a4a8-,0,1,2,0,1,92.96,200.08,111.5,1,1,0,0:37:36,0,10,0
c952e6b5-a25a-4490-a4a8-,0,1,10,0,1,172.05,296.62,61.3,5,0,1,2:03:18,0,8,0
c952e6b5-a25a-4490-a4a8-,0,3,2,1,0,109.91,133.21,108.86,1,3,1,0:29:56,0,8,1
c952e6b5-a25a-4490-a4a8-,0,3,10,0,1,79.25,195.94,135.25,3,1,1,1:14:19,0,10,1
c952e6b5-a25a-4490-a4a8-,1,2,8,0,0,106.76,193.25,53.48,5,3,1,1:49:01,0,4,0
c952e6b5-a25a-4490-a4a8-,0,2,9,0,1,192.55,318.86,54.61,5,3,1,1:06:58,0,2,1
e3f25ed1-cff4-4cce-9efc-,1,1,4,0,0,214.22,256.97,90.6,3,2,1,2:06:09,1,0,1
e3f25ed1-cff4-4cce-9efc-,1,1,7,1,0,85.44,276.32,72.81,1,1,1,2:24:27,1,5,0
e3f25ed1-cff4-4cce-9efc-,1,3,3,1,1,125.23,269.83,105.36,1,2,0,0:49:24,1,7,0
e3f25ed1-cff4-4cce-9efc-,1,3,3,1,0,59.11,173.39,124.73,0,0,0,0:41:30,1,8,0
e3f25ed1-cff4-4cce-9efc-,1,3,7,1,1,154.62,262.0,56.64,0,3,0,1:14:05,1,4,1
e3f25ed1-cff4-4cce-9efc-,1,1,1,1,0,81.36,284.67,53.35,2,3,1,2:04:49,1,3,0
9d7df32b-f3bc-462c-b25e-,1,1,9,0,0,130.51,199.31,47.31,2,0,0,0:54:45,1,3,1
9d7df32b-f3bc-462c-b25e-,1,2,3,1,0,104.64,324.89,100.95,2,1,0,1:58:29,1,5,1
9d7df32b-f3bc-462c-b25e-,0,2,10,1,1,65.63,222.28,117.92,0,3,0,0:15:06,1,4,1
9d7df32b-f3bc-462c-b25e-,0,1,4,0,0,85.43,184.43,98.54,5,3,1,1:37:33,1,4,0
9d7df32b-f3bc-462c-b25e-,0,1,8,1,0,180.87,260.89,120.19,1,0,0,2:09:48,1,3,0
9d7df32b-f3bc-462c-b25e-,0,3,6,0,1,249.38,128.99,107.72,0,0,1,0:57:29,1,3,0
917b774a-af27-4241-8e1f-,1,1,8,1,0,81.98,102.42,91.42,1,3,1,2:13:53,0,9,1
917b774a-af27-4241-8e1f-,1,3,6,0,0,71.84,138.16,72.89,5,1,1,1:35:40,0,8,0
917b774a-af27-4241-8e1f-,1,1,2,0,0,81.62,337.44,73.9,0,0,0,2:06:57,0,1,1
917b774a-af27-4241-8e1f-,1,1,10,0,1,130.66,268.1,70.11,3,2,0,1:08:11,0,5,0
917b774a-af27-4241-8e1f-,0,1,8,0,1,91.93,248.03,56.43,3,1,1,2:04:11,0,7,0
917b774a-af27-4241-8e1f-,1,1,7,1,0,229.49,114.5,69.04,0,1,1,0:24:41,0,7,1
888a0d75-c1e3-4fc0-b343-,0,1,4,0,0,214.58,340.06,85.77,4,1,1,1:12:25,0,10,0
888a0d75-c1e3-4fc0-b343-,1,1,6,1,1,184.85,123.92,96.65,2,2,1,1:23:26,0,1,1
888a0d75-c1e3-4fc0-b343-,0,2,9,1,0,65.29,222.09,69.48,2,2,1,0:57:02,0,3,1
888a0d75-c1e3-4fc0-b343-,1,2,4,0,1,230.34,334.88,138.97,1,0,1,0:13:10,0,10,0
888a0d75-c1e3-4fc0-b343-,0,3,8,0,0,69.71,249.37,71.01,2,1,1,1:50:29,0,2,1
888a0d75-c1e3-4fc0-b343-,1,1,7,1,0,239.8,327.21,137.08,5,3,1,1:13:03,0,1,0
ca81999f-7eb2-4067-8378-,0,2,10,0,1,89.54,342.74,124.18,0,3,1,0:29:13,1,0,1
ca81999f-7eb2-4067-8378-,1,2,8,1,1,55.33,295.86,103.46,3,0,0,1:50:59,1,6,0
ca81999f-7eb2-4067-8378-,1,1,2,1,1,158.84,217.67,144.77,1,1,1,0:35:26,1,5,0
ca81999f-7eb2-4067-8378-,0,1,2,1,1,96.5,328.99,141.98,0,2,1,0:38:46,1,10,1
ca81999f-7eb2-4067-8378-,0,2,1,0,0,159.57,108.52,86.84,4,1,0,1:02:14,1,0,1
ca81999f-7eb2-4067-8378-,1,2,4,1,1,166.19,333.14,66.14,4,2,1,1:13:52,1,8,0
8edc716a-4787-4e23-89a0-,1,2,4,1,0,120.96,236.58,104.05,0,3,1,1:45:40,1,7,0
8edc716a-4787-4e23-89a0-,0,2,5,0,0,81.34,258.08,115.15,4,0,0,1:28:00,1,8,1
8edc716a-4787-4e23-89a0-,1,2,7,0,1,247.51,193.99,128.46,0,1,1,0:53:22,1,8,0
8edc716a-4787-4e23-89a0-,0,1,9,0,1,139.92,179.31,84.78,1,3,0,1:05:36,1,5,1
8edc716a-4787-4e23-89a0-,1,1,2,1,0,241.14,177.27,53.95,4,1,0,0:13:28,1,2,0
8edc716a-4787-4e23-89a0-,1,2,1,0,0,196.83,140.97,111.44,1,2,0,0:50:37,1,2,1
b090bdcc-94f8-4fc5-9ce1-,1,2,6,0,0,92.33,180.26,40.49,2,1,0,2:10:12,1,1,0
9f4267d0-be55-469c-b94e-,0,3,5,0,1,123.89,228.97,123.96,2,0,1,2:22:16,1,5,0
6251cc0c-8dfb-4a7d-96fb-,0,2,6,1,1,195.81,243.47,80.94,3,1,1,2:05:23,0,5,0
b19a5333-6930-46c6-aedc-,1,1,9,0,0,247.48,295.55,127.16,3,1,0,0:56:15,1,4,1
457cf6b1-1de4-45d1-819d-,1,2,8,0,1,66.14,139.1,101.54,2,3,1,0:59:18,0,8,1
